14.862083, 7.176073, 9.520208, 7.166996
5.072367, 7.120828, 5.072367, 7.120828
9.265869, 3.161696, 9.265869, 3.161696
6.999905, 2.805274, 6.999905, 2.805274
4.404503, 4.463799, 4.404503, 4.463799
4.404503, 4.463799, 4.404503, 4.463799
10.420148, 6.473271, 10.908279, 6.884330
10.430425, 6.478408, 10.774686, 6.072488
10.784963, 6.072488, 10.743856, 6.046797
10.743856, 6.046797, 10.394457, 6.447579
10.908280, 6.879190, 11.298785, 6.478408
11.303924, 6.483547, 11.339891, 6.514376
11.339891, 6.514376, 10.918556, 6.956264
10.913419, 6.951126, 10.579433, 6.812393
10.394457, 6.452717, 10.579433, 6.817532
1.666879, 7.054062, 1.666879, 7.054062
1.666879, 7.054062, 1.666879, 7.054062
9.373968, 7.174173, 15.819897, 7.174173
17.681610, 7.394375, 17.681610, 7.394375
1.327258, 7.094658, 1.327258, 7.094658
1.327258, 7.094658, 1.327258, 7.094658
14.098700, 4.474008, 14.090375, 5.244039
7.195475, 2.680881, 7.232119, 2.589270
9.387268, 3.341110, 9.511995, 3.337739
9.518738, 3.330997, 9.518738, 3.206270
9.936315, 2.954176, 10.341530, 2.676087
10.325640, 2.676087, 10.262076, 2.620469
10.262076, 2.620469, 9.825079, 2.850886
9.515209, 2.437725, 9.809189, 2.850886
9.507263, 2.421834, 9.904533, 2.072237
9.904533, 2.064291, 9.817134, 2.064291
9.817134, 2.064291, 9.419864, 2.350326
9.419864, 2.350326, 9.459591, 2.771432
9.475482, 2.779377, 9.936315, 2.954176
16.208181, 2.017585, 16.169617, 1.959739
16.169617, 1.959739, 16.227463, 1.940457
16.227463, 1.940457, 16.233891, 2.030440
16.394575, 1.934029, 16.362438, 1.850473
16.381720, 1.837619, 16.413857, 1.946884
15.906096, 1.901892, 15.828967, 1.837619
15.925377, 1.876183, 15.867531, 1.818337
15.790402, 1.766918, 15.854676, 1.689789
15.738983, 1.522678, 15.848248, 1.451977
15.790402, 1.619088, 15.931805, 1.522678
16.021788, 1.477686, 16.111771, 1.419840
15.957514, 1.432695, 16.073206, 1.361994
16.098917, 1.464831, 16.188900, 1.432695
15.269818, 1.830699, 15.361374, 1.725058
15.431801, 1.668716, 15.516314, 1.605331
15.530399, 1.591246, 15.565613, 1.633502
15.734638, 1.647587, 15.903664, 1.619416
16.044519, 1.485605, 16.241714, 1.548989
15.783937, 1.429263, 15.854365, 1.225023
15.431801, 1.415177, 15.720553, 1.485605
18.977926, 7.185190, 19.114065, 7.185190
19.099735, 7.192355, 19.200048, 7.185190
9.353103, 7.173970, 9.353103, 5.926637
5.272789, 7.108099, 9.353478, 7.157662
11.849814, 6.392938, 11.918169, 6.386427
11.918169, 6.386427, 11.957229, 6.868164
12.585440, 6.829104, 12.585440, 6.829104
11.960484, 6.868164, 12.585440, 6.829104
12.588695, 6.829104, 12.595204, 6.373408
12.601714, 6.370153, 12.692854, 6.360388
12.692854, 6.360388, 12.627754, 6.884439
11.846560, 6.396193, 11.934444, 6.916989
11.715611, 3.117325, 9.371610, 3.144037
9.284796, 0.339250, 9.351576, 3.150715
10.313217, 0.960310, 9.972636, 0.653119
9.965958, 0.639763, 9.498493, 1.100550
9.498493, 1.100550, 9.825718, 1.467843
9.825718, 1.467843, 9.772294, 1.534624
9.772294, 1.514589, 9.431713, 1.113906
10.359963, 0.920242, 9.965958, 0.546270
11.915952, 1.374350, 11.895918, 0.466134
9.298151, 0.512880, 11.895918, 0.466134
11.922630, 1.374350, 12.590436, 1.360994
12.590436, 1.360994, 12.637182, 1.274179
12.630505, 1.254145, 12.797456, 1.247467
13.478619, 1.240789, 13.665605, 1.240789
13.665605, 1.240789, 13.698995, 1.340960
13.698995, 1.340960, 13.979473, 1.340960
13.979473, 1.340960, 13.986152, 0.379319
13.986152, 0.379319, 14.199849, 0.365963
14.320054, 3.164071, 14.320054, 0.379319
14.320054, 3.391125, 14.320054, 3.277598
14.306698, 3.411159, 14.400191, 3.404481
18.705503, 4.232691, 18.705503, 4.640739
18.705503, 4.253616, 18.538099, 4.253616
18.527636, 4.243154, 18.527636, 3.479371
9.395120, 3.345504, 9.395120, 3.232277
9.395120, 3.220358, 9.514306, 3.208440
9.395120, 3.357423, 9.454713, 3.369342
9.454713, 3.369342, 9.508347, 3.339545
9.520266, 3.327626, 9.544103, 3.303789
9.544103, 3.297830, 9.538143, 3.262074
19.315361, 3.301033, 19.322435, 0.379093
19.322435, 0.379093, 14.143597, 0.386168
19.294136, 2.225646, 18.777666, 2.225646
18.805967, 2.211496, 18.827190, 1.560604
18.827190, 1.560604, 19.308285, 1.546454
18.537119, 3.463756, 18.544195, 3.407157
18.544195, 3.407157, 19.308285, 3.407157
19.308285, 3.407157, 19.315361, 3.173685
14.307823, 3.384507, 14.437424, 3.384507
14.437826, 3.385989, 14.430319, 3.288394
14.317709, 3.288394, 14.422812, 3.288394
18.769295, 5.211664, 18.756775, 6.826561
17.129360, 4.410474, 17.116842, 5.274257
17.114906, 4.742145, 14.086888, 4.760010
17.492332, 7.207548, 17.484938, 8.945023
18.867525, 7.163187, 19.185446, 7.163187
18.889706, 7.177974, 18.882313, 7.872963
17.492332, 7.200154, 13.699461, 7.177974
14.093580, 5.388543, 14.093580, 5.119705
12.701385, 6.828745, 12.691783, 6.953563
12.672581, 6.953563, 12.605371, 7.020772
17.469362, 9.061183, 17.500500, 7.192986
14.563278, 9.185730, 15.819122, 9.206488
16.953394, 13.300500, 15.546103, 13.272906
16.815424, 13.714409, 18.705606, 13.728206
12.624185, 9.117466, 10.162021, 9.057777
7.993526, 9.066731, 5.551060, 9.048228
-0.082120, 11.268626, 16.999744, 11.479915
2.778402, 9.041970, 1.494418, 9.025718
5.443888, 7.107868, 2.989691, 7.059109
1.558639, 7.806391, 1.569138, 7.050434
1.495643, 7.806391, 1.495643, 9.013823
1.506142, 7.795892, 1.537640, 7.785392
1.573146, 7.017352, 2.990585, 7.001945
0.479661, 5.509562, 0.550217, 5.509562
0.703089, 5.509562, 0.785404, 5.509562
0.926516, 5.474284, 1.008831, 5.474284
1.161703, 5.474284, 1.244018, 5.474284
7.423593, 3.396122, 7.455256, 2.557065
5.381361, 2.857859, 7.391931, 2.857859
4.010548, 4.313149, 4.010548, 3.872978
4.001565, 4.295183, 3.741056, 4.402980
3.732073, 4.420946, 3.723089, 4.492811
3.723089, 4.492811, 4.468685, 4.483828
4.468685, 4.483828, 4.468685, 4.358065
4.468685, 4.358065, 3.741056, 4.385014
4.477668, 3.747215, 3.714107, 3.756198
3.714107, 3.756198, 3.714107, 3.675351
3.714107, 3.675351, 4.477668, 3.639418
4.468685, 3.648401, 4.459702, 3.738232
4.369871, 3.396875, 4.432753, 3.387892
